Day 39,glass,유리; 유리잔; (-es) 안경 
Day 39,reuse,재사용하다; 재사용 
Day 39,recycle,재활용하다; 재활용 
Day 39,plastic,플라스틱 
Day 39,trash,쓰레기 
Day 39,save,구하다; 절약하다; 저축하다 
Day 39,energy,에너지 
Day 39,bill,"청구서, 계산서; 지폐 "
Day 39,protect,"보호하다, 지키다 "
Day 39,dangerous,위험한 
Day 39,float,"(물 위에) 뜨다, 띄우다 "
Day 39,environment,환경 
Day 39,throw away,"버리다, 내던지다 "
Day 39,be worried about ,~에 대해 걱정하다 
Day 40,help,돕다; 도움 
Day 40,human,"인간, 사람 "
Day 40,country,나라; 시골 
Day 40,peace,평화 
Day 40,war,전쟁 
Day 40,website,웹사이트 
Day 40,spread,퍼지다; 퍼뜨리다 
Day 40,chat,"수다 떨다, 채팅하다; 잡담, 수다 "
Day 40,post,"(웹사이트에) 올리다, 게시하다 "
Day 40,online,온라인의; 온라인으로 
Day 40,explore,"탐험하다, 답사하다 "
Day 40,palace,궁전 
Day 40,actually,사실은; 실제로 
Day 40,science,과학 
Day 40,culture,문화 
Day 40,universe,우주 
Day 40,language,"언어, 말 "
Day 40,foreigner,외국인 
Day 40,believe in ,~을 믿다 
Day 40,around the world,전 세계에 
Day 1 Plus,men,"(성인) 남자, 남성(복수형) "
Day 1 Plus,women,"(성인) 여자, 여성(복수형) "
Day 1 Plus,kid,"아이, 어린이 "
Day 1 Plus,children,"아이, 어린이(복수형) "
Day 1 Plus,teen,십 대 
Day 1 Plus,grown-up,"성인, 어른 "
Day 1 Plus,somebody,"누군가, 어떤 사람 "
Day 1 Plus,everybody,"모두, 모든 사람 "
Day 2 Plus,dad,아버지 
Day 2 Plus,mom,어머니
Day 2 Plus,wives,"아내, 부인(복수형) "
Day 3 Plus,greet,환영하다 
Day 4 Plus,feet,발(복수형) 
Day 4 Plus,teeth,"이, 치아(복수형) "
Day 5 Plus,straight,"곧은, 똑바로 "
Day 6 Plus,careless,부주의한 
Day 6 Plus,"silly, foolish","어리석은, 멍청한 "
Day 6 Plus,diligent,성실한 
Day 6 Plus,dishonest,부정직한 
Day 6 Plus,rude,무례한 
Day 6 Plus,kind,"친절한, 우호적인 "
Day 6 Plus,bold,용감한 
Day 7 Plus,author,작가 
Day 8 Plus,open,열다 
Day 8 Plus,weep,울다
Day 8 Plus,take,"가져오다, 데려오다 "
Day 10 Plus,answer,대답 
Day 11 Plus,disagree,동의하지 않다 
Day 12 Plus,quiet,조용한 
Day 12 Plus,different,다른 
Day 13 Plus,bookshop,서점 
Day 13 Plus,mart,시장
Day 13 Plus,stop,"역, 정류장 "
Day 14 Plus,door,"문, 출입구 "
Day 14 Plus,fridge,냉장고 
Day 14 Plus,trash,쓰레기 
Day 14 Plus,turn on ,~을 켜다 
Day 15 Plus,dressing,"소스, 양념 "
Day 15 Plus,blend,"섞다, 혼합하다"
Day 15 Plus,tasty,아주 맛있는 
Day 16 Plus,have,먹다 
Day 16 Plus,full,배부른 
Day 16 Plus,closed,닫힌 
Day 16 Plus,cook,"요리사, 주방장 "
Day 17 Plus,clothing,"옷, 의복 "
Day 18 Plus,bicycle,자전거 
Day 18 Plus,plane,비행기
Day 18 Plus,get off ,~에서 내리다 
Day 19 Plus,pupil,학생 
Day 19 Plus,exam,"시험; 검사, 실험 "
Day 19 Plus,lend,빌려 주다 
Day 20 Plus,easy,쉬운 
Day 20 Plus,answer,"해결하다, 풀다 "
Day 20 Plus,right,"옳은, 맞는 "
Day 20 Plus,succeed,성공하다
Day 20 Plus,start,시작하다 
Day 20 Plus,present,출석한 
Day 20 Plus,wake up,일어나다 
Day 21 Plus,late,늦게; 늦은 
Day 23 Plus,rich,부유한 
Day 23 Plus,quick,빠른 
Day 23 Plus,slowly,"천천히, 느리게 "
Day 23 Plus,dangerous,위험한
Day 23 Plus,dry,건조한 
Day 23 Plus,same,같은 
Day 23 Plus,awful,"끔찍한, 형편없는 "
Day 24 Plus,little,"작은, 소규모의 "
Day 24 Plus,kind,"종류, 유형 "
Day 24 Plus,big,"(규모가) 큰, 넓은 "
Day 24 Plus,thin,얇은 
Day 25 Plus,full,가득한 
Day 26 Plus,middle,"중심, 중앙 "
Day 26 Plus,near,가까운; 가까이 
Day 27 Plus,boring,지루한 
Day 27 Plus,go for a walk,산책을 하다 
Day 28 Plus,impossible,불가능한 
Day 29 Plus,weekday,평일 
Day 29 Plus,picture,사진
Day 29 Plus,award,"상, 상품 "
Day 30 Plus,indoor,실내의 
Day 30 Plus,boring,지루한 
Day 31 Plus,movie,영화 
Day 32 Plus,shop,"가게, 상점 "
Day 32 Plus,pick,"선택하다, 고르다 "
Day 32 Plus,save,절약하다
Day 32 Plus,helpful,유용한 
Day 32 Plus,useless,쓸모없는 
Day 33 Plus,ill,"아픈, 병든 "
Day 33 Plus,healthy,건강한 
Day 33 Plus,drug,"약, 약물 "
Day 33 Plus,have a cold,감기에 걸리다 
Day 34 Plus,leaves,"잎, 나뭇잎(복수형) "
Day 34 Plus,rock,돌 
Day 35 Plus,wolves,늑대(복수형) 
Day 35 Plus,mice,"쥐, 생쥐(복수형) "
Day 35 Plus,sheep,양(복수형) 
Day 36 Plus,woods,숲 
Day 36 Plus,find,발견하다 
Day 38 Plus,begin,시작하다 
Day 39 Plus,garbage,쓰레기 
Day 39 Plus,waste,낭비하다 
Day 39 Plus,safe,안전한 
Day 39 Plus,sink,가라앉다 
Day 40 Plus,offline,오프라인의[으로] 
Day 40 Plus,all over the world,전 세계에 
